,caseId,docketId,caseIssuesId,voteId,dateDecision,decisionType,usCite,usCite_1,usCite_2,,sctCite,ledCite,lexisCite,term,naturalCourt,chief,docket,caseName,dateArgument,dateRearg,petitioner,petitionerState,respondent,respondentState,jurisdiction,adminAction,adminActionState,threeJudgeFdc,caseOrigin,caseOriginState,caseSource,caseSourceState,lcDisagreement,certReason,lcDisposition,lcDispositionDirection,declarationUncon,caseDisposition,caseDispositionUnusual,partyWinning,precedentAlteration,voteUnclear,issue,issueArea,decisionDirection,decisionDirectionDissent,authorityDecision1,authorityDecision2,lawType,lawSupp,lawMinor,majOpinWriter,majOpinAssigner,splitVote,majVotes,minVotes
2900,1960-115,1960-115-01,1960-115-01-02,1960-115-01-02-01,6/5/61,1,367 U.S. 203,367,203,,81 S. Ct. 1469,6 L. Ed. 2d 782,1961 U.S. LEXIS 2003,1960,1406,Warren,1,SCALES v. UNITED STATES,4/29/59,10/10/60,100,,27,,1,,,0,99,,24,,0,12,2,1,1,2,0,0,0,0,30060,3,1,0,1,,2,201,,91,80,1,5,4
2901,1960-116,1960-116-01,1960-116-01-01,1960-116-01-01-01,6/5/61,1,367 U.S. 290,367,290,,81 S. Ct. 1517,6 L. Ed. 2d 836,1961 U.S. LEXIS 2004,1960,1406,Warren,9,NOTO v. UNITED STATES,10/10/60,,100,,27,,1,,,0,97,,22,,0,12,2,1,1,3,0,1,0,0,30060,3,2,0,4,,3,369,,91,90,1,9,0
2913,1960-124,1960-124-01,1960-124-01-01,1960-124-01-01-01,6/12/61,1,367 U.S. 389,367,389,,81 S. Ct. 1465,6 L. Ed. 2d 919,1961 U.S. LEXIS 971,1960,1406,Warren,495,"COMMUNIST PARTY, U. S. A., et al. v. CATHERWOOD, INDUSTRIAL COMMISSIONER",5/4/61,,211,,19,37,1,117,37,0,301,37,300,37,0,11,3,1,1,4,0,1,0,0,30060,3,2,0,4,,3,369,,91,90,1,9,0
2918,1960-128,1960-128-01,1960-128-01-01,1960-128-01-01-01,6/12/61,1,367 U.S. 456,367,456,,81 S. Ct. 1587,6 L. Ed. 2d 963,1961 U.S. LEXIS 1999,1960,1406,Warren,233,DEUTCH v. UNITED STATES,3/22/61,,254,,27,,1,,,0,55,,32,,0,11,2,1,1,3,0,1,0,0,30050,3,2,0,4,,6,600,2 U.S.C. § 192,94,90,1,5,4
2919,1960-129,1960-129-01,1960-129-01-01,1960-129-01-01-01,6/19/61,1,367 U.S. 488,367,488,,81 S. Ct. 1680,6 L. Ed. 2d 982,1961 U.S. LEXIS 809,1960,1406,Warren,373,"TORCASO v. WATKINS, CLERK",4/24/61,,19,25,19,25,2,,,0,302,25,300,25,0,1,2,1,3,4,0,1,0,0,30170,3,2,0,2,,2,203,,78,90,1,9,0
2928,1960-135,1960-135-01,1960-135-01-03,1960-135-01-03-01,6/19/61,1,367 U.S. 717,367,717,,81 S. Ct. 1708,6 L. Ed. 2d 1127,1961 U.S. LEXIS 813,1960,1406,Warren,225,"MARCUS et al. v. SEARCH WARRANT OF PROPERTY AT 104 EAST TENTH STREET, KANSAS CITY, MISSOURI, et al.",3/30/61,,117,,28,30,2,,,0,302,30,300,30,0,1,2,1,3,4,0,1,0,0,30190,3,2,0,2,,2,200,,92,90,1,9,0
2930,1960-137,1960-137-01,1960-137-01-01,1960-137-01-01-01,6/19/61,7,367 U.S. 820,367,820,,81 S. Ct. 1826,6 L. Ed. 2d 1191,1961 U.S. LEXIS 1998,1960,1406,Warren,200,LATHROP v. DONOHUE,1/18/61,,111,,216,,2,,,0,302,58,300,58,0,1,2,1,1,2,0,0,0,0,30010,3,1,0,4,,6,600,28 U.S.C. § 1257,92,90,1,7,2
2931,1960-137,1960-137-01,1960-137-01-02,1960-137-01-02-01,6/19/61,7,367 U.S. 820,367,820,,81 S. Ct. 1826,6 L. Ed. 2d 1191,1961 U.S. LEXIS 1998,1960,1406,Warren,200,LATHROP v. DONOHUE,1/18/61,,111,,216,,2,,,0,302,58,300,58,0,1,2,1,1,2,0,0,0,0,30010,3,1,0,2,,2,200,,92,90,1,7,2
2932,1960-138,1960-138-01,1960-138-01-01,1960-138-01-01-01,6/19/61,1,367 U.S. 886,367,886,,81 S. Ct. 1743,6 L. Ed. 2d 1230,1961 U.S. LEXIS 814,1960,1406,Warren,97,"CAFETERIA & RESTAURANT WORKERS UNION, LOCAL 473, AFL-CIO, et al. v. MCELROY et al.",1/12/61,,249,,324,,1,77,,0,55,,32,,1,4,2,1,1,2,0,0,0,0,30120,3,1,0,1,,2,207,,94,80,1,5,4
2957,1961-012,1961-012-01,1961-012-01-01,1961-012-01-01-01,12/11/61,1,368 U.S. 231,368,231,,82 S. Ct. 302,7 L. Ed. 2d 256,1961 U.S. LEXIS 1931,1961,1406,Warren,7,KILLIAN v. UNITED STATES,10/10/61,,100,,27,,1,,,0,66,,27,,0,11,3,2,1,5,0,1,0,0,30060,3,1,0,4,,6,600,18 U.S.C. § 1001,93,80,1,5,4
2958,1961-012,1961-012-01,1961-012-01-02,1961-012-01-02-01,12/11/61,1,368 U.S. 231,368,231,,82 S. Ct. 302,7 L. Ed. 2d 256,1961 U.S. LEXIS 1931,1961,1406,Warren,7,KILLIAN v. UNITED STATES,10/10/61,,100,,27,,1,,,0,66,,27,,0,11,3,2,1,5,0,1,0,0,30060,3,1,0,4,,3,347,,93,80,1,5,4
2960,1961-013,1961-013-01,1961-013-01-01,1961-013-01-01-01,12/11/61,1,368 U.S. 278,368,278,,82 S. Ct. 275,7 L. Ed. 2d 285,1961 U.S. LEXIS 29,1961,1406,Warren,72,CRAMP v. BOARD OF PUBLIC INSTRUCTION OF ORANGE COUNTY,10/16/61,,8,12,21,12,2,,,0,302,12,300,12,0,1,2,1,3,3,0,1,0,0,30110,3,2,0,2,,2,230,,94,90,1,9,0
2979,1961-029,1961-029-01,1961-029-01-01,1961-029-01-01-01,1/22/62,2,368 U.S. 436,368,436,,82 S. Ct. 464,7 L. Ed. 2d 426,1962 U.S. LEXIS 1967,1961,1406,Warren,571,NOSTRAND et al. v. LITTLE et al.,,,8,56,19,56,2,,,0,,,300,56,0,1,,1,1,9,0,0,0,0,30120,3,1,0,3,,,,,,90,1,7,2
3056,1961-077,1961-077-01,1961-077-01-01,1961-077-01-01-01,5/21/62,1,369 U.S. 749,369,749,,82 S. Ct. 1038,8 L. Ed. 2d 240,1962 U.S. LEXIS 2206,1961,1407,Warren,8,RUSSELL v. UNITED STATES,12/7/61,,254,,27,,1,,,0,55,,32,,0,12,2,1,1,3,0,1,0,0,30050,3,2,0,4,,6,600,2 U.S.C. § 192,94,90,1,5,2
3057,1961-077,1961-077-02,1961-077-02-01,1961-077-02-01-01,5/21/62,1,369 U.S. 749,369,749,,82 S. Ct. 1038,8 L. Ed. 2d 240,1962 U.S. LEXIS 2206,1961,1407,Warren,9,SHELTON v. UNITED STATES,12/6/61,,254,,27,,1,,,0,55,,32,,0,12,2,1,1,3,0,1,0,0,30050,3,2,0,4,,6,600,2 U.S.C. § 192,94,90,1,5,2
3058,1961-077,1961-077-03,1961-077-03-01,1961-077-03-01-01,5/21/62,1,369 U.S. 749,369,749,,82 S. Ct. 1038,8 L. Ed. 2d 240,1962 U.S. LEXIS 2206,1961,1407,Warren,10,WHITMAN v. UNITED STATES,12/7/61,,254,,27,,1,,,0,55,,32,,0,12,2,1,1,3,0,1,0,0,30050,3,2,0,4,,6,600,2 U.S.C. § 192,94,90,1,4,2
3059,1961-077,1961-077-04,1961-077-04-01,1961-077-04-01-01,5/21/62,1,369 U.S. 749,369,749,,82 S. Ct. 1038,8 L. Ed. 2d 240,1962 U.S. LEXIS 2206,1961,1407,Warren,11,LIVERIGHT v. UNITED STATES,12/11/61,,254,,27,,1,,,0,55,,32,,0,12,2,1,1,3,0,1,0,0,30050,3,2,0,4,,6,600,2 U.S.C. § 192,94,90,1,5,2
3060,1961-077,1961-077-05,1961-077-05-01,1961-077-05-01-01,5/21/62,1,369 U.S. 749,369,749,,82 S. Ct. 1038,8 L. Ed. 2d 240,1962 U.S. LEXIS 2206,1961,1407,Warren,12,PRICE v. UNITED STATES,12/11/61,,254,,27,,1,,,0,55,,32,,0,12,2,1,1,3,0,1,0,0,30050,3,2,0,4,,6,600,2 U.S.C. § 192,94,90,1,5,2
3061,1961-077,1961-077-06,1961-077-06-01,1961-077-06-01-01,5/21/62,1,369 U.S. 749,369,749,,82 S. Ct. 1038,8 L. Ed. 2d 240,1962 U.S. LEXIS 2206,1961,1407,Warren,128,GOJACK v. UNITED STATES,12/11/61,,254,,27,,1,,,0,55,,32,,0,12,2,1,1,3,0,1,0,0,30050,3,2,0,4,,6,600,2 U.S.C. § 192,94,90,1,5,2
3089,1961-101,1961-101-01,1961-101-01-01,1961-101-01-01-01,6/18/62,6,370 U.S. 288,370,288,,82 S. Ct. 1560,8 L. Ed. 2d 501,1962 U.S. LEXIS 1075,1961,1407,Warren,436,GRUMMAN v. UNITED STATES,4/19/62,,254,,27,,1,,,0,55,,32,,0,12,2,1,1,3,0,1,0,0,30050,3,2,0,7,,,,,,90,1,5,2
3092,1961-103,1961-103-01,1961-103-01-01,1961-103-01-01-01,6/25/62,1,370 U.S. 375,370,375,,82 S. Ct. 1364,8 L. Ed. 2d 569,1962 U.S. LEXIS 846,1961,1407,Warren,369,WOOD v. GEORGIA,3/29/62,,211,,28,13,1,,,0,302,13,301,13,0,11,6,1,1,3,0,1,0,0,30010,3,2,0,2,,2,200,,90,90,1,5,2
3094,1961-105,1961-105-01,1961-105-01-01,1961-105-01-01-01,6/25/62,1,370 U.S. 421,370,421,,82 S. Ct. 1261,8 L. Ed. 2d 601,1962 U.S. LEXIS 847,1961,1407,Warren,468,ENGEL et al. v. VITALE et al.,4/3/62,,202,,21,37,1,,,0,302,37,300,37,1,10,2,1,1,4,0,1,0,0,30170,3,2,0,2,,2,203,,78,90,1,6,1
3097,1961-108,1961-108-01,1961-108-01-01,1961-108-01-01-01,6/25/62,7,370 U.S. 478,370,478,,82 S. Ct. 1432,8 L. Ed. 2d 639,1962 U.S. LEXIS 2163,1961,1407,Warren,123,"MANUAL ENTERPRISES, INC., et al. v. DAY, POSTMASTER GENERAL",2/26/62,,178,,412,,1,112,,0,55,,32,,0,11,2,1,1,3,0,1,0,0,30200,3,2,0,4,,6,600,18 U.S.C. § 1461,91,90,1,6,1
3112,1961-117,1961-117-01,1961-117-01-01,1961-117-01-01-01,6/25/62,6,370 U.S. 717,370,717,,82 S. Ct. 1287,8 L. Ed. 2d 798,1962 U.S. LEXIS 853,1961,1407,Warren,454,SILBER v. UNITED STATES,4/19/62,,254,,27,,1,,,0,55,,32,,0,12,2,1,1,3,0,1,0,0,30050,3,2,0,4,7,4,403,,,90,1,5,2
3113,1961-118,1961-118-01,1961-118-01-01,1961-118-01-01-01,6/25/62,2,370 U.S. 724,370,724,,82 S. Ct. 1574,8 L. Ed. 2d 801,1962 U.S. LEXIS 860,1961,1407,Warren,447 M,HARTMAN v. UNITED STATES,,,254,,27,,1,,,0,,,29,,0,12,2,1,1,3,0,1,0,0,30050,3,2,0,7,,,,,,90,1,5,2
3151,1962-022,1962-022-01,1962-022-01-01,1962-022-01-01-01,12/17/62,2,371 U.S. 218,371,218,,83 S. Ct. 277,9 L. Ed. 2d 264,1962 U.S. LEXIS 3,1962,1408,Warren,503,"ARLAN'S DEPARTMENT STORE OF LOUISVILLE, INC., et al. v. KENTUCKY",,,238,,28,21,2,,,0,302,21,300,21,0,1,3,1,1,9,0,0,0,0,30170,3,1,0,3,,,,,,90,1,8,1
3171,1962-032,1962-032-01,1962-032-01-01,1962-032-01-01-01,1/14/63,1,371 U.S. 415,371,415,,83 S. Ct. 328,9 L. Ed. 2d 405,1963 U.S. LEXIS 2398,1962,1408,Warren,5,"NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE v. BUTTON, ATTORNEY GENERAL OF VIRGINIA, et al.",11/8/61,10/9/62,223,,19,55,1,,,0,302,55,300,55,0,12,2,1,3,3,0,1,0,0,30010,3,2,0,2,,2,200,,92,90,1,6,3
3173,1962-032,1962-032-01,1962-032-01-03,1962-032-01-03-01,1/14/63,1,371 U.S. 415,371,415,,83 S. Ct. 328,9 L. Ed. 2d 405,1963 U.S. LEXIS 2398,1962,1408,Warren,5,"NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE v. BUTTON, ATTORNEY GENERAL OF VIRGINIA, et al.",11/8/61,10/9/62,223,,19,55,1,,,0,302,55,300,55,0,12,2,1,3,3,0,1,0,0,30010,3,2,0,2,,2,201,,92,90,1,6,3
3194,1962-045,1962-045-01,1962-045-01-01,1962-045-01-01-01,2/18/63,1,372 U.S. 58,372,58,,83 S. Ct. 631,9 L. Ed. 2d 584,1963 U.S. LEXIS 2094,1962,1408,Warren,118,"BANTAM BOOKS, INC., et al. v. SULLIVAN et al.",12/3/62,,220,,19,47,2,117,47,0,302,47,300,47,0,1,6,1,1,4,0,1,0,0,30190,3,2,0,2,,2,200,,92,90,1,8,1
3217,1962-052,1962-052-01,1962-052-01-01,1962-052-01-01-01,2/25/63,1,372 U.S. 229,372,229,,83 S. Ct. 680,9 L. Ed. 2d 697,1963 U.S. LEXIS 2050,1962,1408,Warren,86,EDWARDS et al. v. SOUTH CAROLINA,12/13/62,,223,,28,48,1,,,0,302,48,300,48,0,11,2,1,1,3,0,1,0,0,30150,3,2,0,2,,2,200,,94,90,1,8,1
3237,1962-066,1962-066-01,1962-066-01-01,1962-066-01-01-01,3/25/63,1,372 U.S. 539,372,539,,83 S. Ct. 889,9 L. Ed. 2d 929,1963 U.S. LEXIS 2503,1962,1408,Warren,6,GIBSON v. FLORIDA LEGISLATIVE INVESTIGATION COMMITTEE,12/5/62,,223,,17,12,1,,,0,302,12,300,12,0,12,2,1,1,3,0,1,0,0,30010,3,2,0,2,,2,201,,96,90,1,5,4
3238,1962-066,1962-066-01,1962-066-01-02,1962-066-01-02-01,3/25/63,1,372 U.S. 539,372,539,,83 S. Ct. 889,9 L. Ed. 2d 929,1963 U.S. LEXIS 2503,1962,1408,Warren,6,GIBSON v. FLORIDA LEGISLATIVE INVESTIGATION COMMITTEE,12/5/62,,223,,17,12,1,,,0,302,12,300,12,0,12,2,1,1,3,0,1,0,0,30050,3,2,0,2,,2,201,,96,90,1,5,4
3242,1962-069,1962-069-01,1962-069-01-01,1962-069-01-01-01,3/18/63,2,372 U.S. 522,372,522,,83 S. Ct. 887,9 L. Ed. 2d 965,1963 U.S. LEXIS 1950,1962,1408,Warren,399,FIELDS et al. v. SOUTH CAROLINA,,,223,,28,48,1,,,0,302,48,300,48,0,12,2,1,1,5,0,1,0,0,30150,3,2,0,3,,,,,,90,1,8,1
3339,1962-128,1962-128-01,1962-128-01-01,1962-128-01-01-01,6/3/63,1,373 U.S. 647,373,647,,83 S. Ct. 1441,10 L. Ed. 2d 605,1963 U.S. LEXIS 1395,1962,1408,Warren,493,WHEELDIN et al. v. WHEELER,4/23/63,,254,,8,60,1,,,0,,,29,,0,12,2,2,1,2,0,0,0,0,30050,3,2,0,1,,2,205,,81,81,1,6,3
3363,1962-144,1962-144-01,1962-144-01-01,1962-144-01-01-01,6/17/63,1,374 U.S. 109,374,109,,83 S. Ct. 1828,10 L. Ed. 2d 778,1963 U.S. LEXIS 2469,1962,1408,Warren,35,YELLIN v. UNITED STATES,12/6/62,,254,,27,,1,,,0,68,,27,,0,10,2,1,1,3,0,1,0,0,30050,3,2,0,4,,,,,90,90,1,5,4
3368,1962-148,1962-148-01,1962-148-01-01,1962-148-01-01-01,6/17/63,1,374 U.S. 203,374,203,,83 S. Ct. 1560,10 L. Ed. 2d 844,1963 U.S. LEXIS 2611,1962,1408,Warren,142,"SCHOOL DISTRICT OF ABINGTON TOWNSHIP, PENNSYLVANIA, et al. v. SCHEMPP et al.",2/27/63,,21,45,202,,2,,,1,109,,109,,0,1,,2,3,2,0,0,0,0,30170,3,2,0,2,,2,203,,88,90,1,8,1
3369,1962-148,1962-148-02,1962-148-02-01,1962-148-02-01-01,6/17/63,1,374 U.S. 203,374,203,,83 S. Ct. 1560,10 L. Ed. 2d 844,1963 U.S. LEXIS 2611,1962,1408,Warren,119,"MURRAY et al. v. CURLETT et al., CONSTITUTING THE BOARD OF SCHOOL COMMISSIONERS OF BALTIMORE CITY",2/27/63,,239,,21,25,1,,,0,302,25,300,25,1,1,2,1,3,4,0,1,0,0,30170,3,2,0,2,,2,203,,88,90,1,8,1
3372,1962-150,1962-150-01,1962-150-01-01,1962-150-01-01-01,6/17/63,1,374 U.S. 398,374,398,,83 S. Ct. 1790,10 L. Ed. 2d 965,1963 U.S. LEXIS 976,1962,1408,Warren,526,"SHERBERT v. VERNER et al., MEMBERS OF SOUTH CAROLINA EMPLOYMENT SECURITY COMMISSION, et al.",4/24/63,,248,,4,48,2,117,48,0,302,48,300,48,0,1,2,1,3,4,0,1,0,0,30160,3,2,0,2,,2,202,,92,90,1,7,2
3373,1962-150,1962-150-01,1962-150-01-02,1962-150-01-02-01,6/17/63,1,374 U.S. 398,374,398,,83 S. Ct. 1790,10 L. Ed. 2d 965,1963 U.S. LEXIS 976,1962,1408,Warren,526,"SHERBERT v. VERNER et al., MEMBERS OF SOUTH CAROLINA EMPLOYMENT SECURITY COMMISSION, et al.",4/24/63,,248,,4,48,2,117,48,0,302,48,300,48,0,1,2,1,3,4,0,1,0,0,30160,3,2,0,2,,2,203,,92,90,1,7,2
3443,1963-034,1963-034-01,1963-034-01-01,1963-034-01-01-01,12/16/63,6,375 U.S. 248,375,248,,84 S. Ct. 360,11 L. Ed. 2d 311,1963 U.S. LEXIS 1,1963,1408,Warren,30,FIELDS et al. v. CITY OF FAIRFIELD.,12/10/63,,211,,3,1,2,,,0,302,1,300,1,0,1,2,1,1,3,0,1,0,0,30150,3,2,0,7,,,,,,90,1,9,0
3470,1963-053,1963-053-01,1963-053-01-01,1963-053-01-01-01,2/17/64,1,376 U.S. 149,376,149,,84 S. Ct. 615,11 L. Ed. 2d 576,1964 U.S. LEXIS 1778,1963,1408,Warren,84,GREENE v. UNITED STATES,11/21/63,,145,,27,,1,24,,0,3,,3,,0,12,,1,1,4,0,1,0,0,30120,3,2,0,5,3,,,,96,90,1,7,2
3483,1963-062,1963-062-01,1963-062-01-01,1963-062-01-01-01,3/2/64,2,376 U.S. 221,376,221,,84 S. Ct. 707,11 L. Ed. 2d 656,1964 U.S. LEXIS 1701,1963,1408,Warren,85,KREZNAR et al. v. UNITED STATES.,,,501,,27,,1,,,1,,,3,,0,12,,1,1,3,0,1,0,0,30120,3,2,0,7,,,,,,90,1,8,1
3488,1963-067,1963-067-01,1963-067-01-01,1963-067-01-01-01,3/9/64,1,376 U.S. 254,376,254,,84 S. Ct. 710,11 L. Ed. 2d 686,1964 U.S. LEXIS 1655,1963,1408,Warren,39,NEW YORK TIMES CO. v. SULLIVAN,1/6/64,,190,,211,,1,,,0,302,1,300,1,0,10,2,1,3,4,0,1,0,0,30030,3,2,0,2,,2,200,,92,90,1,9,0
3489,1963-067,1963-067-02,1963-067-02-01,1963-067-02-01-01,3/9/64,1,376 U.S. 254,376,254,,84 S. Ct. 710,11 L. Ed. 2d 686,1964 U.S. LEXIS 1655,1963,1408,Warren,40,ABERNATHY et al. v. SULLIVAN,1/6/64,,223,,211,,1,,,0,302,1,300,1,0,10,2,1,1,4,0,1,0,0,30030,3,2,0,2,,2,200,,92,90,1,9,0
3518,1963-091,1963-091-01,1963-091-01-01,1963-091-01-01-01,3/30/64,1,376 U.S. 605,376,605,,84 S. Ct. 919,11 L. Ed. 2d 940,1964 U.S. LEXIS 1536,1963,1408,Warren,287,"RABINOWITZ et al. v. KENNEDY, ATTORNEY GENERAL",3/2/64,,111,,1,,1,,,0,55,,32,,1,12,9,1,1,2,0,0,0,0,30060,3,1,0,4,,6,600,22 U.S.C. § 611,96,90,1,9,0
3529,1963-098,1963-098-01,1963-098-01-01,1963-098-01-01-01,4/6/64,2,376 U.S. 776,376,776,,84 S. Ct. 1042,12 L. Ed. 2d 79,1964 U.S. LEXIS 1492,1963,1408,Warren,826,HENRY et al. v. CITY OF ROCK HILL,,,223,,3,48,1,,,0,302,48,300,48,0,12,2,1,1,3,0,1,0,0,30150,3,2,0,7,,,,,,90,1,9,0
3531,1963-100,1963-100-01,1963-100-01-01,1963-100-01-01-01,4/20/64,1,377 U.S. 1,377,1,,84 S. Ct. 1113,12 L. Ed. 2d 89,1964 U.S. LEXIS 2241,1963,1408,Warren,34,BROTHERHOOD OF RAILROAD TRAINMEN v. VIRGINIA ex rel. VIRGINIA STATE BAR,1/13/64,,249,,216,,1,,,0,302,55,300,55,0,11,2,1,1,5,0,1,0,0,30010,3,2,0,2,,2,201,,78,90,1,6,2
3566,1963-124,1963-124-01,1963-124-01-01,1963-124-01-01-01,6/1/64,1,377 U.S. 288,377,288,,84 S. Ct. 1302,12 L. Ed. 2d 325,1964 U.S. LEXIS 1138,1963,1408,Warren,169,"NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE v. ALABAMA ex rel. FLOWERS, ATTORNEY GENERAL",3/24/64,,223,,19,1,1,,,0,302,1,300,1,0,12,2,1,1,4,0,1,0,0,30010,3,2,0,3,2,2,201,,91,90,1,9,0
3575,1963-129,1963-129-01,1963-129-01-01,1963-129-01-01-01,6/1/64,1,377 U.S. 360,377,360,,84 S. Ct. 1316,12 L. Ed. 2d 377,1964 U.S. LEXIS 1140,1963,1408,Warren,220,BAGGETT et al. v. BULLITT et al.,3/24/64,,8,56,4,56,2,,,1,129,,129,,0,1,,1,3,3,0,1,0,0,30090,3,2,0,2,,2,230,,95,90,1,7,2
3576,1963-129,1963-129-01,1963-129-01-02,1963-129-01-02-01,6/1/64,1,377 U.S. 360,377,360,,84 S. Ct. 1316,12 L. Ed. 2d 377,1964 U.S. LEXIS 1140,1963,1408,Warren,220,BAGGETT et al. v. BULLITT et al.,3/24/64,,8,56,4,56,2,,,1,129,,129,,0,1,,1,3,3,0,1,0,0,30090,3,2,0,7,,5,500,,95,90,1,7,2
3577,1963-129,1963-129-01,1963-129-01-03,1963-129-01-03-01,6/1/64,1,377 U.S. 360,377,360,,84 S. Ct. 1316,12 L. Ed. 2d 377,1964 U.S. LEXIS 1140,1963,1408,Warren,220,BAGGETT et al. v. BULLITT et al.,3/24/64,,8,56,4,56,2,,,1,129,,129,,0,1,,1,3,3,0,1,0,0,30090,3,2,0,2,,2,200,,95,90,1,7,2
3581,1963-132,1963-132-01,1963-132-01-01,1963-132-01-01-01,6/1/64,2,377 U.S. 402,377,402,,84 S. Ct. 1272,12 L. Ed. 2d 407,1964 U.S. LEXIS 1141,1963,1408,Warren,939,CHAMBERLIN et al. v. DADE COUNTY BOARD OF PUBLIC INSTRUCTION et al.,,,202,,21,12,2,,,0,302,12,300,12,0,1,2,1,3,3,1,1,0,0,30170,3,2,0,7,,2,203,,,90,1,8,1
3618,1963-158,1963-158-01,1963-158-01-01,1963-158-01-01-01,6/22/64,7,378 U.S. 184,378,184,,84 S. Ct. 1676,12 L. Ed. 2d 793,1964 U.S. LEXIS 822,1963,1408,Warren,11,JACOBELLIS v. OHIO,3/26/63,4/1/64,156,,28,41,2,,,0,302,41,300,41,0,1,2,1,1,3,0,1,0,0,30190,3,2,0,2,3,2,200,,92,78,1,6,3
3619,1963-159,1963-159-01,1963-159-01-01,1963-159-01-01-01,6/22/64,7,378 U.S. 205,378,205,,84 S. Ct. 1723,12 L. Ed. 2d 809,1964 U.S. LEXIS 823,1963,1408,Warren,449,A QUANTITY OF COPIES OF BOOKS et al. v. KANSAS,4/1/64,,117,,28,20,2,,,0,302,20,300,20,0,1,2,1,3,3,0,1,0,0,30190,3,2,0,2,,2,200,,92,90,1,7,2
3626,1963-165,1963-165-01,1963-165-01-01,1963-165-01-01-01,6/22/64,1,378 U.S. 500,378,500,,84 S. Ct. 1659,12 L. Ed. 2d 992,1964 U.S. LEXIS 2225,1963,1408,Warren,461,APTHEKER et al. v. SECRETARY OF STATE,4/21/64,,211,,328,,2,28,,1,55,,55,,0,1,,1,2,4,0,1,0,0,30060,3,2,0,1,,3,369,,96,90,1,6,3
3627,1963-165,1963-165-01,1963-165-01-02,1963-165-01-02-01,6/22/64,1,378 U.S. 500,378,500,,84 S. Ct. 1659,12 L. Ed. 2d 992,1964 U.S. LEXIS 2225,1963,1408,Warren,461,APTHEKER et al. v. SECRETARY OF STATE,4/21/64,,211,,328,,2,28,,1,55,,55,,0,1,,1,2,4,0,1,0,0,30060,3,2,0,1,,2,207,,96,90,1,6,3
3636,1963-172,1963-172-01,1963-172-01-01,1963-172-01-01-01,6/22/64,2,378 U.S. 546,378,546,,84 S. Ct. 1733,12 L. Ed. 2d 1030,1964 U.S. LEXIS 832,1963,1408,Warren,1134 M,"COOPER v. PATE, WARDEN",,,215,,28,17,1,,,0,66,,27,,0,12,2,1,1,3,0,1,0,0,30160,3,2,0,3,,,,,,90,1,9,0
3639,1963-175,1963-175-01,1963-175-01-01,1963-175-01-01-01,6/22/64,2,378 U.S. 576,378,576,,84 S. Ct. 1903,12 L. Ed. 2d 1033,1964 U.S. LEXIS 863,1963,1408,Warren,246,"TRALINS v. GERSTEIN, STATE ATTORNEY",,,501,,28,12,1,,,0,,,301,12,0,12,,1,1,3,0,1,0,0,30190,3,2,0,3,,,,,,78,1,5,4
3642,1963-178,1963-178-01,1963-178-01-01,1963-178-01-01-01,6/22/64,2,378 U.S. 577,378,577,,84 S. Ct. 1909,12 L. Ed. 2d 1035,1964 U.S. LEXIS 864,1963,1408,Warren,718,"GROVE PRESS, INC., v. GERSTEIN, STATE ATTORNEY, et al.",,,220,,28,12,1,,,0,302,12,301,12,0,12,2,1,1,3,0,1,0,0,30190,3,2,0,3,,,,,,78,1,5,4
3655,1964-007,1964-007-01,1964-007-01-01,1964-007-01-01-01,11/23/64,1,379 U.S. 64,379,64,,85 S. Ct. 209,13 L. Ed. 2d 125,1964 U.S. LEXIS 150,1964,1408,Warren,4,GARRISON v. LOUISIANA,4/22/64,10/19/64,19,22,28,22,2,,,0,302,22,300,22,0,1,2,1,3,3,0,1,0,0,30030,3,2,0,2,,2,200,,92,90,1,9,0
3700,1964-034,1964-034-01,1964-034-01-01,1964-034-01-01-01,1/18/65,1,379 U.S. 536,379,536,,85 S. Ct. 453,13 L. Ed. 2d 471,1965 U.S. LEXIS 2008,1964,1408,Warren,24,COX v. LOUISIANA,10/21/64,,223,,28,22,2,,,0,302,22,300,22,0,1,2,1,3,3,0,1,0,0,30150,3,2,0,2,,2,200,,96,90,1,9,0
3701,1964-035,1964-035-01,1964-035-01-01,1964-035-01-01-01,1/18/65,1,379 U.S. 559,379,559,,85 S. Ct. 476,13 L. Ed. 2d 487,1965 U.S. LEXIS 2328,1964,1408,Warren,49,COX v. LOUISIANA,10/21/64,,223,,28,22,2,,,0,302,22,300,22,0,1,2,1,1,3,0,1,0,0,30150,3,2,0,2,,2,200,,96,90,1,5,4
3702,1964-035,1964-035-01,1964-035-01-02,1964-035-01-02-01,1/18/65,1,379 U.S. 559,379,559,,85 S. Ct. 476,13 L. Ed. 2d 487,1965 U.S. LEXIS 2328,1964,1408,Warren,49,COX v. LOUISIANA,10/21/64,,223,,28,22,2,,,0,302,22,300,22,0,1,2,1,1,3,0,1,0,0,30150,3,2,0,2,,2,230,,96,90,1,5,4
